1,0.08
2,0.08
3,0.08
4,0.143883464
5,0.235553385
6,0.291499023
7,0.318415527
8,0.336388346
9,0.347018667
10,0.35
11,0.35
12,0.35
13,0.35
14,0.345148655
15,0.339250488
16,0.337734375
17,0.326967773
18,0.316201172
19,0.306195475
20,0.297223307
21,0.288500977
22,0.280810547
23,0.273120117
24,0.266000977
25,0.259271851
26,0.259271851
27,0.246278754
28,0.240297309
29,0.234315864
30,0.228500977
31,0.223117676
32,0.217734375
33,0.212351074
34,0.206967773
35,0.201584473
36,0.196201172
37,0.190817871
38,0.186195475
39,0.181709391
40,0.177223307
41,0.172737223
42,0.168385667
43,0.164244666
44,0.160103666
45,0.155962665
46,0.151821665
47,0.147989909
48,0.144401042
49,0.140812174
50,0.137223307
51,0.13363444
52,0.13003418
53,0.127342529
54,0.124650879
55,0.121959229
56,0.119267578
57,0.116575928
58,0.113884277
59,0.111192627
60,0.109250488
61,0.107904663
62,0.106558838
63,0.105213013
64,0.103867188
65,0.102521362
66,0.101175537
67,0.099659424
68,0.096967773
69,0.094276123
70,0.091584473
71,0.088892822
72,0.086201172
73,0.083509521
74,0.080817871
75,0.079219259
76,0.078097738
77,0.076976217
78,0.075854696
79,0.074733175
80,0.073611654
81,0.072490133
82,0.071368612
83,0.070247091
84,0.069192834
85,0.068157583
86,0.067122333
87,0.066087083
88,0.065051833
89,0.064016583
90,0.062981333
91,0.061946082
92,0.060910832
93,0.059784342
94,0.057989909
95,0.056195475
96,0.054401042
97,0.052606608
98,0.050812174
99,0.049017741
100,0.047223307
101,0.045428874
102,0.04363444
103,0.041840007
104,0.040045573
105,0.039250488
106,0.038481445
107,0.037712402
108,0.036943359
109,0.036174316
110,0.035405273
111,0.03463623
112,0.033867188
113,0.033098145
114,0.032329102
115,0.031560059
116,0.030791016
117,0.030021973
118,0.03
119,0.03
120,0.03
121,0.03
122,0.03
123,0.03
124,0.03
125,0.03
126,0.03
127,0.03
128,0.03
129,0.03
130,0.03
131,0.03
132,0.029933811
133,0.029335666
134,0.028737522
135,0.028139377
136,0.027541233
137,0.026943088
138,0.026344944
139,0.025746799
140,0.025148655
141,0.02455051
142,0.023952365
143,0.023354221
144,0.022756076
145,0.022157932
146,0.021559787
147,0.020961643
148,0.020363498
149,0.019788818
150,0.019250488
151,0.018712158
152,0.018173828
153,0.017635498
154,0.017097168
155,0.016558838
156,0.016020508
157,0.015482178
158,0.014943848
159,0.014405518
160,0.013867188
161,0.013328857
162,0.012790527
163,0.012252197
164,0.011713867
165,0.011175537
166,0.010637207
167,0.010098877
168,0.011318359
169,0.01293335
170,0.01454834
171,0.01616333
172,0.01777832
173,0.019393311
174,0.021008301
175,0.022623291
176,0.024238281
177,0.025853271
178,0.027468262
179,0.029083252
180,0.030698242
181,0.032313232
182,0.033928223
183,0.035543213
184,0.037158203
185,0.038773193
186,0.040539144
187,0.042782186
188,0.045025228
189,0.04726827
190,0.049511312
191,0.051754354
192,0.053997396
193,0.056240438
194,0.05848348
195,0.060726522
196,0.062969564
197,0.065212606
198,0.067455648
199,0.06969869
200,0.071941732
201,0.074184774
202,0.076427816
203,0.078670858
204,0.0809139
205,0.083156942
206,0.085399984
207,0.087643026
208,0.089886068
209,0.088905029
210,0.087751465
211,0.0865979
212,0.085444336
213,0.084290771
214,0.083137207
215,0.081983643
216,0.080830078
217,0.079676514
218,0.078522949
219,0.077369385
220,0.07621582
221,0.075062256
222,0.073908691
223,0.072755127
224,0.071601563
225,0.070447998
226,0.069294434
227,0.068140869
228,0.066987305
229,0.06583374
230,0.064680176
231,0.063526611
232,0.062373047
233,0.061219482
234,0.060065918
235,0.05936554
236,0.058692627
237,0.058019714
238,0.057346802
239,0.056673889
240,0.056000977
241,0.055328064
242,0.054655151
243,0.053982239
244,0.053309326
245,0.052636414
246,0.051963501
247,0.051290588
248,0.050617676
249,0.049944763
250,0.049271851
251,0.048598938
252,0.047926025
253,0.047253113
254,0.0465802
255,0.045907288
256,0.045234375
257,0.044561462
258,0.04388855
259,0.043215637
260,0.042542725
261,0.041869812
262,0.041196899
263,0.040523987
264,0.039851074
265,0.039634738
266,0.039335666
267,0.039036594
268,0.038737522
269,0.038438449
270,0.038139377
271,0.037840305
272,0.037541233
273,0.03724216
274,0.036943088
275,0.036644016
276,0.036344944
277,0.036045871
278,0.035746799
279,0.035447727
280,0.035148655
281,0.034849582
282,0.03455051
283,0.034251438
284,0.033952365
285,0.033653293
286,0.033354221
287,0.033055149
288,0.032756076
289,0.032457004
290,0.032157932
291,0.03185886
292,0.031559787
293,0.031260715
294,0.030961643
295,0.030662571
296,0.030363498
297,0.030064426
298,0.029788818
299,0.029519653
300,0.029250488
301,0.028981323
302,0.028712158
303,0.028442993
304,0.028173828
305,0.027904663
306,0.027635498
307,0.027366333
308,0.027097168
309,0.026828003
310,0.026558838
311,0.026289673
312,0.026020508
313,0.025751343
314,0.025482178
315,0.025213013
316,0.024943848
317,0.024674683
318,0.024405518
319,0.024136353
320,0.023867188
321,0.023598022
322,0.023328857
323,0.023059692
324,0.022790527
325,0.022521362
326,0.022252197
327,0.021983032
328,0.021713867
329,0.021444702
330,0.021175537
331,0.020906372
332,0.020637207
333,0.020368042
334,0.020098877
335,0.019829712
336,0.019560547
337,0.019291382
338,0.019022217
339,0.018753052
340,0.018483887
341,0.018214722
342,0.017945557
343,0.017676392
344,0.017407227
